zone_id,farm_id,crop_type,latitude,longitude,blue_band,green_band,red_band,red_edge_band,nir_band,ndvi,ndre,thermal_temperature,soil_moisture,humidity,temperature,rainfall,wind_speed,historical_pest_risk,pest_probability,crop_stress,canopy_anomaly,stress_category,pest_zone,irrigation_required,spraying_priority,priority_category,anomaly_score,anomaly_detected,anomaly_category
ZONE-0011,FARM-004,Cotton,11.068530008719874,76.87128636526812,0.1889066381976842,0.4131170138101299,0.7190568631415685,0.7701969457339854,0.9239777789128416,0.1247209193313939,0.090770296694526,35.08730731153177,19.738980331965024,75.09217883454257,27.953529689224663,3.920085594287299,24.575135229981186,0.6010271721512663,0.5910813881256286,0.7916314798789209,0.8249689094933277,Severe Stress,Moderate Risk,1,68.73241222593349,High,0.2668659246265129,0,Normal
ZONE-0012,FARM-003,Tomato,11.09479572344807,76.95098113443017,0.1285285653286981,0.5001371249880548,0.4436784876169148,0.5945864432886364,0.4295726578446339,-0.0161532151344734,-0.1611210837655252,24.64706183714525,38.39261121282573,77.86491481998198,21.96672454849328,9.014331765613791,21.677231462636403,0.155231986286634,0.3848380474619417,0.6961160418716893,0.8729316932396209,Severe Stress,Moderate Risk,0,52.84748865339871,Medium,0.21670396467102843,0,Normal
ZONE-0013,FARM-005,Wheat,10.991114266051088,77.07786423161957,0.4847289941410148,0.6983463889393372,0.6117960923335647,0.5689707134026994,0.5245988925021919,-0.0767313515666595,-0.0405751770035839,24.63441417730888,27.245736489810056,65.34599826325243,38.89458224295136,14.33862974316028,22.232741681028763,0.8183595013523133,0.561312352570264,0.6492907058323115,0.7900744044493153,Moderate Stress,Moderate Risk,1,64.7724881208941,Medium,0.16343386957549833,0,Normal
ZONE-0014,FARM-002,Tomato,10.848491308135378,77.04450233309512,0.1386625753316153,0.1892677946014212,0.5894766476053591,0.4300955523821645,0.8078744060624892,0.1562940118661344,0.3051597059715792,22.708467796863022,32.228775566439026,69.49132935508197,28.738361210948376,9.332021923044598,4.129560611554808,0.7916435286353826,0.6418961464987665,0.5725625442615512,0.6319083060004818,Moderate Stress,Moderate Risk,1,63.45726279665208,Medium,0.3662598155455184,0,Normal
ZONE-0015,FARM-004,Tomato,11.07175481699979,76.89695693544954,0.5402980716528736,0.5378694880887855,0.6991642178105124,0.3756145853727639,0.809346978135689,0.0730406824825605,0.3660304604718688,37.217848992482885,60.47792452482058,35.50436802849785,22.91728691678751,6.415143871911434,21.8814980282905,0.8353575859668384,0.8230812950778706,0.6725465311341646,0.5976345028939851,Severe Stress,High Risk,0,74.53314761560728,High,0.09831632557039043,0,Normal
ZONE-0016,FARM-002,Cotton,10.954874346960018,77.0946793684067,0.4234540870133485,0.6160733490313446,0.239111613704704,0.5586516618825605,0.7759191280718583,0.5288578595853617,0.1627993846600925,28.620170736776096,77.34473533334524,44.99604232053417,34.2224898791789,27.750891251498693,23.603751776097504,0.1576637804983344,0.2972744528839174,0.3953651481476359,0.5517180353091957,Moderate Stress,Low Risk,0,35.090713158826645,Medium,0.07776826564772207,0,Normal
ZONE-0017,FARM-004,Maize,10.846124793630876,77.01258612013054,0.21914978693565,0.7856297076417986,0.6377625310102115,0.6044472331983817,0.8587474520324476,0.1476667552234976,0.1737978189800008,26.508409114896043,28.440429796302112,64.91384252569506,39.575011452288734,0.9780160297318008,20.65715149839989,0.6843577461691444,0.518018126471393,0.5717078317899297,0.7784968070106959,Moderate Stress,Moderate Risk,1,58.98308021176245,Medium,0.11579970110318877,0,Normal
ZONE-0018,FARM-005,Tomato,11.0765180008355,76.81873480670004,0.4237137661075898,0.6746540508899199,0.6885882460280465,0.3711685020211919,0.7566550124134779,0.047097067494204,0.3417965343531426,37.56188790090458,45.266855718871824,79.73558348422137,38.94124146206221,28.16094511989841,3.1927365579300995,0.9602439334483366,0.8960486633328317,0.6947518593569808,0.7227597018970697,Severe Stress,High Risk,0,81.60858049362628,High,0.10584177513801786,0,Normal
ZONE-0019,FARM-001,Maize,11.02724071521693,76.81054821398659,0.2097986299612593,0.3295477538174277,0.3552959376159255,0.845820870557435,0.713455343906952,0.3351191969206195,-0.0848890276998953,24.86511380179079,79.44616109746167,83.53549400140393,32.19783005596477,27.217269433996623,3.034639177731383,0.2560615861493638,0.3437972489367106,0.3561166018554579,0.6570812482956889,Moderate Stress,Low Risk,0,38.571208843744685,Medium,0.412887085649579,0,Normal
ZONE-0020,FARM-004,Rice,11.019511581816946,76.85052238470301,0.3632423245062471,0.6112264760208723,0.3039805264893293,0.590091797714023,0.5983012585003828,0.3261956638288399,0.0069080291536553,30.543668541946097,75.55883588522161,78.73662152483311,21.937564574380502,20.513452497206355,9.58254384703804,0.7167280267157523,0.664955098092419,0.5716452789128863,0.7738769188944262,Moderate Stress,High Risk,0,65.84777183211938,High,0.2012670897476423,0,Normal
ZONE-0021,FARM-002,Maize,11.012754211138322,77.01835676041505,0.5797361897453374,0.6461306252025352,0.7188233412908871,0.5685537277675026,0.6036070331640624,-0.0871246027222486,0.0299048361453981,36.89573351037055,37.90055969690003,64.18416339711257,35.325267800891595,0.9760374578905616,17.91821601541264,0.25891743146068,0.6427339658009782,0.7461481028616679,0.8514468065477226,Severe Stress,Moderate Risk,0,66.6683479597167,High,0.16324616316893656,0,Normal
ZONE-0022,FARM-005,Wheat,10.860101946328934,76.85512167775272,0.3771515760463825,0.6243280749469569,0.5079613343902641,0.5049468718562982,0.564004970582757,0.05228110589987,0.0552485538947673,33.47664635174353,35.779788041875406,51.87665287081204,33.3942314033788,6.760666847486196,1.2988678760119807,0.3070964087481571,0.4589092029173325,0.7545108101187508,0.8207015325775431,Severe Stress,Moderate Risk,0,58.6677255109872,Medium,0.07415010777724496,0,Normal
ZONE-0023,FARM-004,Wheat,10.863302007512258,76.95344603076265,0.1892195909785289,0.6830936441687155,0.3474397154069544,0.2406499070018024,0.7031376698074832,0.3385734557330778,0.4900332279600552,33.080002869848464,30.74109162192112,61.682969614490645,24.623263456663143,29.37301871026492,23.815497908727064,0.4852680760763551,0.6033499587353044,0.6746846016514452,0.5280660941030625,Severe Stress,Moderate Risk,1,60.16495836494155,Medium,0.1803262450964908,0,Normal
ZONE-0024,FARM-001,Tomato,11.006487899528176,76.82797803605425,0.5342972090937671,0.7374244845388644,0.6146880186055597,0.8176809341218945,0.5643315540014457,-0.0427104206441178,-0.1833190358109139,25.1492682143205,25.10118523889078,35.55769388540328,39.81188563907418,27.178510952613507,13.6107823867224,0.8949540435899326,0.6691180607171743,0.665303209009505,0.951905531392764,Severe Stress,High Risk,1,73.29753240934879,High,0.29009608506835094,0,Normal
ZONE-0025,FARM-001,Maize,10.86591682503312,77.07626584734905,0.2120610497620053,0.2139794148430711,0.2979080360502148,0.4218959585101208,0.395871304156288,0.1412021391048852,-0.0318239965304804,25.61865455669482,44.90338514337059,70.87756736670951,21.90669021918616,28.93715882973008,9.60093862440544,0.0386618118156073,0.3660444163717905,0.605162782543271,0.8204102660813433,Moderate Stress,Moderate Risk,0,47.31965432240493,Medium,0.15467049912014003,0,Normal
ZONE-0026,FARM-003,Tomato,10.931601509040917,76.90318818407506,0.5431299246220657,0.2180965074927272,0.2146649309454103,0.649722234127806,0.3692442505356204,0.2647313311066692,-0.2752570497230635,33.65117587819482,37.172833371438585,39.47401424659769,28.20684168820497,29.883694794717663,14.46949430057308,0.9896413108154576,0.6828687843075116,0.6177345930401856,0.870734963771586,Moderate Stress,High Risk,0,72.21857064977196,High,0.2643618299498758,0,Normal
ZONE-0027,FARM-003,Cotton,11.034600547678185,77.07243961696818,0.3876113735294999,0.6676599927009199,0.4535802632685086,0.6252034912790247,0.9009069789084556,0.3302551485578002,0.1806575030823673,22.4713372216132,63.41444360157567,43.72340569242273,22.079727168786444,1.916623988847788,18.17886872017153,0.7720771496095649,0.4101218030097486,0.4263054963895327,0.6598094408703488,Moderate Stress,Moderate Risk,0,48.86255913627555,Medium,0.03713706150900754,0,Normal
ZONE-0028,FARM-002,Wheat,11.035185755429351,77.08346269257316,0.3722450554565809,0.3140421097389561,0.4680378291918922,0.6091407777691688,0.316080289899624,-0.1937939473639245,-0.3167461068108174,39.38235977926821,30.396322748983224,72.55859722713578,40.06278684582375,17.12587609427314,7.558698105580556,0.3597788975072784,0.6486985194834548,0.9743592574832752,1.0,Severe Stress,Moderate Risk,1,77.0200000763265,High,0.06992099795036809,0,Normal
ZONE-0029,FARM-004,Tomato,10.935978531757758,76.8018385941941,0.6108610227144848,0.1880519242675506,0.6367352134737697,0.5679985414081088,0.3685537201736741,-0.2667702961344355,-0.2129561973844223,29.009416012819496,62.86159553630319,35.80092034074496,20.778450840408382,25.024128336607703,7.986967533468714,0.3541602036156979,0.5030532983155807,0.6749528883857943,0.928133934881984,Severe Stress,Moderate Risk,0,60.3495961351617,Medium,0.08104900850792099,0,Normal
ZONE-0030,FARM-004,Cotton,11.037656981482574,76.93924055615962,0.5251621146044012,0.4107989676373937,0.3970677807632795,0.3270078834019296,0.5894481685196313,0.1950097136153526,0.2863639758867432,30.332324340346545,33.72952808882833,69.41331999766584,29.36682509012712,9.59126897353157,12.236244397896456,0.4829812361232231,0.5212388470874494,0.5987673565158208,0.6893119013586695,Moderate Stress,Moderate Risk,1,56.58825969602213,Medium,0.0665010352882691,0,Normal
ZONE-0031,FARM-003,Tomato,11.051586538859416,76.80739681671207,0.1197464781729635,0.6829199926869508,0.629481250678472,0.3964240187335759,0.4709020734878468,-0.1441125375089009,0.0858707809570615,27.168646694652,53.52737100209135,73.30280523921678,38.959131106822014,13.066761667608075,17.078337437444507,0.8754785460988419,0.6180276445294636,0.631096641488267,0.7069024118019039,Moderate Stress,Moderate Risk,0,66.10246488649085,High,0.03990078432545363,0,Normal
ZONE-0032,FARM-004,Maize,10.996432725385278,77.07260782989087,0.2777045887609614,0.2322672654790872,0.30235974157642,0.5669316498892101,0.5638017852613948,0.3018394765234732,-0.0027679926696478,39.53342198526207,56.49795626565752,82.29650081101273,25.530411460248946,8.512159459664455,17.952888038123074,0.0179173408386259,0.544080208954213,0.6598248865082296,0.7558358140911482,Severe Stress,Moderate Risk,0,55.79506661793996,Medium,0.060111097140822134,0,Normal
ZONE-0033,FARM-004,Maize,10.868527755692526,76.95552226342036,0.6225523965099391,0.5866972816729039,0.4739893314155647,0.7525397161178482,0.3763407980360241,-0.1148358915691089,-0.3332492501339216,34.850081456118104,58.66579265752164,39.081831677811344,22.31026995235949,1.142164073981905,8.777359346167366,0.5482496506918623,0.5992253485790994,0.804800851366724,1.0,Severe Stress,Moderate Risk,0,71.59166273397982,High,0.17167297225336758,0,Normal
ZONE-0034,FARM-001,Maize,10.882203534115664,76.82248320380954,0.1109957011271191,0.152350310151519,0.2355073062854653,0.5023922794552931,0.3850895089507931,0.2410292124673088,-0.1321746990892917,30.99816938070133,26.39703409242201,35.17589980379111,22.79409529479748,2.1814002711505878,8.739797426756816,0.0560864451318726,0.4367385166733952,0.709761322551353,0.8806897559974115,Severe Stress,Moderate Risk,1,54.71728371812328,Medium,0.21274614870027256,0,Normal
ZONE-0035,FARM-003,Maize,10.894452346622622,76.83308301848297,0.4271520677571822,0.2213293406880924,0.3505398680957876,0.3427457871322916,0.8204276406713249,0.4012813060790781,0.4106708694078015,33.706175913194826,33.37623903191013,81.01147363579143,28.908572072623286,0.6432530887639054,12.690609908153892,0.1156007473425917,0.4943961056024696,0.54237941112443,0.485138504706376,Moderate Stress,Moderate Risk,1,46.95229212986559,Medium,0.01690255799828501,0,Normal
ZONE-0036,FARM-005,Rice,10.835041232320188,76.91505270734781,0.5366954015043663,0.3780527247495164,0.6574008035913532,0.2615610973637982,0.7934206836651974,0.0937536337274813,0.5041405375191441,29.60739191950782,30.99751955134016,52.40323275194953,29.428800904448487,15.817333468083426,14.006120814386133,0.6906658644055712,0.5477204180698484,0.6021855132234785,0.5377244695988502,Moderate Stress,Moderate Risk,1,57.68550989788599,Medium,0.02858715654574298,0,Normal
ZONE-0037,FARM-003,Cotton,10.881947886110984,77.08207025786186,0.4731136512907454,0.2043414826658691,0.2403923257332408,0.6641077024458168,0.3677643627209993,0.2094391625821605,-0.2871897229693747,31.31164956568824,52.45042671600622,88.23231329141484,35.79769262191112,18.552692496541027,16.585939238542522,0.2343088851518805,0.425811255575897,0.5484714382787123,0.9407781040061014,Moderate Stress,Moderate Risk,0,52.07041006088706,Medium,0.12992234134828243,0,Normal
ZONE-0038,FARM-005,Cotton,10.86285576729376,77.00787274547042,0.5563193212626618,0.6998360838341234,0.626655650884524,0.4963379794348151,0.7340637696843629,0.0789347445487251,0.1932097359338079,29.15264386828569,19.923516147638846,46.098115647485855,25.23443060942644,9.231050475209877,15.825032360797398,0.0415948052460937,0.4343917788993133,0.763299995581668,0.730648276274498,Severe Stress,Moderate Risk,1,53.822302114497546,Medium,0.33209174794201457,0,Normal
ZONE-0039,FARM-001,Maize,10.93659862494258,77.06028565985673,0.5354151093488475,0.7116458270445548,0.283866577600814,0.2877596248358493,0.6960523601810641,0.4206321013462215,0.415010516798775,30.213495884216705,48.68666924745526,70.13034532092465,35.440472951078505,24.78445611425893,9.940429216160556,0.1642372800741645,0.4189177419183011,0.4850618637888826,0.562845550204143,Moderate Stress,Moderate Risk,0,43.48821035379382,Medium,0.19728573771974933,0,Normal
ZONE-0040,FARM-002,Rice,11.07253126436168,76.909936993902,0.515218417091868,0.6411209570146907,0.1224183177916449,0.6721268159908886,0.7636857697421493,0.7236923260820887,0.0637679951360234,28.299530880188605,20.68535861679772,41.56457986124888,41.97747153915654,26.64040053903091,8.125282966395964,0.2086380835789348,0.2145080100934827,0.3879723590368639,0.6574785799822942,Moderate Stress,Low Risk,1,33.2405907608364,Low,0.025841388294045108,0,Normal
ZONE-0041,FARM-004,Maize,10.831344095026187,76.81296410986499,0.5929239165553912,0.3076117604071513,0.1714574705369501,0.3453051115980612,0.6083917879656081,0.5602797622554416,0.2758595531015774,23.55282155092044,36.9086393456524,59.16140890426449,39.01351920448833,4.192449157029287,8.390108587150735,0.7697819957102922,0.3909168264037719,0.4317411736678453,0.6671553652986478,Moderate Stress,Moderate Risk,0,48.24864283478774,Medium,0.09995069844436633,0,Normal
ZONE-0042,FARM-001,Rice,11.01608037718422,77.09229529116132,0.487414401069723,0.4901105989059868,0.5848217044585123,0.556311233812574,0.4754914378967365,-0.1031112027978079,-0.0783286570224638,22.74692556326337,59.6358960418225,87.92386369813582,33.98263549535108,1.557733882258332,16.489625384883375,0.6249241314635218,0.4727101825779456,0.5494105651061143,0.7519803862053693,Moderate Stress,Moderate Risk,0,55.28322227690674,Medium,0.01969770493788423,0,Normal
ZONE-0043,FARM-004,Maize,11.006184901323936,76.80515189719871,0.3414510965541892,0.2697225415901914,0.2703461022263964,0.4143315825538023,0.731391460081743,0.4602451929104502,0.276733197287715,25.482124085354773,41.81666357576496,71.50085050462633,40.6780750231682,9.581418390859849,11.395541305152406,0.7351240126796921,0.5223752900437055,0.4281564093231825,0.5463493800614805,Moderate Stress,Moderate Risk,0,51.89806115938136,Medium,0.04038404995690294,0,Normal
ZONE-0044,FARM-002,Wheat,10.828726259599009,77.08429549592432,0.3831454659487525,0.332830992547522,0.525194634956827,0.8521830451038002,0.5413823272398343,0.0151772236599264,-0.2230254145278175,27.032754876574607,33.2222195598448,76.37702214598922,41.804401794057085,21.389625973389126,4.224384695121869,0.3698222796006897,0.4003204107817455,0.6121158507801145,0.9498794293414184,Moderate Stress,Moderate Risk,1,54.32430824471016,Medium,0.044254014969992206,0,Normal
ZONE-0045,FARM-002,Wheat,11.07677172147174,76.91060322715474,0.5300348696088704,0.4854034399129642,0.5544792867922015,0.3598016463898159,0.4423193856579043,-0.112520001996601,0.1028742958941429,39.80943721179365,55.03071643343724,48.55821982424898,32.546025609944294,15.222716739329009,1.1421534190300644,0.1131327743735187,0.6024004261623807,0.9037126048850412,0.7312483169884766,Severe Stress,Moderate Risk,0,66.31944982242071,High,0.05808232949267654,0,Normal
ZONE-0046,FARM-001,Tomato,10.970541660647044,76.80302712150656,0.6257836178000763,0.6277589754995185,0.3243270018825451,0.4939429650794199,0.5656088589175341,0.2711224443698955,0.0676378678014077,34.22497309046209,63.11749231133725,90.36505522208184,26.01986276598442,14.642699920491854,1.712256737576019,0.8052901034445771,0.6489316077043074,0.560896606033063,0.8319260869558066,Moderate Stress,Moderate Risk,0,66.56061286646859,High,0.4252055289019263,0,Normal
ZONE-0047,FARM-002,Maize,10.909117656340706,77.00674716951735,0.2633312805038654,0.2115253472558654,0.4086973416872411,0.8716455177796041,0.79612539314062,0.3215640929490259,-0.045282046150612,41.16594339247982,31.548020760218755,72.40894642086937,40.12963171115759,4.572311953498183,21.820392330377462,0.1404068386551954,0.5582859540234617,0.6882318983397567,0.8549136366207593,Severe Stress,Moderate Risk,1,59.997597817111824,Medium,0.2660930733019284,0,Normal
ZONE-0048,FARM-005,Cotton,11.026961575048592,77.0941620912094,0.3052460775826424,0.342852853458256,0.3624486087962769,0.4231076259568208,0.6092655777485312,0.2540013497472213,0.180320227998298,28.792937203912597,34.460993571232024,41.35312905318939,38.5722850629276,10.543623553151422,11.98785307313132,0.3826817668808681,0.5244585302248439,0.609549605102635,0.7541937405837671,Moderate Stress,Moderate Risk,1,57.026845790762216,Medium,0.07713784088479038,0,Normal
ZONE-0049,FARM-002,Tomato,10.87720963752049,77.08968771685127,0.6584436378174475,0.7523038765717495,0.715776847630447,0.6512152141077001,0.4949117712317243,-0.1824291486089521,-0.1363752084194041,30.03476007600874,56.6191046018206,35.93313487019525,21.861447753085493,28.766737750011103,16.778252895833862,0.2622782416628982,0.5869975800367349,0.6626603991737116,0.8837744951906362,Severe Stress,Moderate Risk,0,62.17410292135295,Medium,0.4215041102679103,0,Normal
ZONE-0050,FARM-004,Wheat,11.008052951113896,76.84828110336072,0.4471070754456672,0.4289301565582273,0.3079667605285318,0.4217089305944276,0.8407145996354883,0.463790389390924,0.3319055191083386,36.39506455179714,77.73951191173805,35.95535099083179,40.60024343920914,10.216813170555602,23.29689990709197,0.2965348536760905,0.3984943926501386,0.5369737709741037,0.6524053639938834,Moderate Stress,Moderate Risk,0,46.7928897951485,Medium,0.0068059645395074295,0,Normal
ZONE-0051,FARM-004,Maize,10.811913362271676,76.85437434181985,0.2073770902810006,0.7602652880410544,0.2191599774462245,0.2774724853820743,0.8730684408676075,0.5986914950806558,0.5176655816680614,33.558041552680606,28.90164988353542,38.07270753295121,28.056836418514365,17.742972376502756,4.030716497832491,0.6018566617370735,0.6248261174190419,0.5152738665199484,0.4825892915612689,Moderate Stress,Moderate Risk,1,56.83279727024512,Medium,0.0854330046128702,0,Normal
ZONE-0052,FARM-004,Tomato,11.051822411282782,76.96966167438589,0.4982170833474296,0.7944103520088882,0.3376353478691258,0.6392830628790049,0.5816127754522386,0.2654094754005215,-0.0472360035804431,32.55760160764197,57.52609632122862,89.69695173629684,27.085889994600983,1.7504669724578326,11.742781489173844,0.1643521523561184,0.4537406356974353,0.5383742890019072,0.8004787850132677,Moderate Stress,Moderate Risk,0,50.220260575202005,Medium,0.2534966343000128,0,Normal
ZONE-0053,FARM-004,Maize,10.934451254106396,76.99119144792849,0.6944572933236277,0.4923288869724204,0.5351852099413079,0.8412220746997383,0.5435472134724815,0.0077516867000476,-0.2149633507952879,33.511280831278505,73.92833966944522,56.502723780187765,27.551925857611018,1.91562773572896,13.93761752508755,0.4458738902715982,0.6775363537399914,0.6658851032641276,0.9396320979579228,Severe Stress,High Risk,0,69.01890938830827,High,0.2438332776846241,0,Normal
ZONE-0054,FARM-005,Wheat,10.991007874307382,77.02182537409975,0.5940721386822401,0.3372286063601528,0.5532857487349524,0.5167952670638642,0.6982543155623272,0.115832049752816,0.1493427937018557,33.6827062455292,45.02783972788349,52.8939516527196,27.040402929382346,12.72761977448576,21.196837773610632,0.638688390824455,0.6694373911889961,0.7594935675685981,0.8335623758581608,Severe Stress,High Risk,0,71.79980917667974,High,0.015444547416156201,0,Normal
ZONE-0055,FARM-003,Tomato,10.866371345942005,76.85431510814163,0.5474446819308416,0.6640049255721764,0.7006372549840045,0.638323579884727,0.3376833899376434,-0.3495582190947677,-0.3080304661874829,37.31480848409063,35.594874722196096,59.99274340071006,31.35255394924627,18.12337069364073,24.849242190919085,0.8689131970224486,0.862289774397276,0.9858895398416172,0.9567366101806593,Severe Stress,High Risk,0,91.41990716606033,High,0.0738700411358578,0,Normal
ZONE-0056,FARM-001,Wheat,11.003122113797534,77.08770212602933,0.2248279925597615,0.2535519780912597,0.673140415169276,0.6262288892796362,0.749360054368938,0.0535814133284552,0.0895115333299925,35.36164054630018,58.34661923842519,59.57429481184124,32.755021878973274,11.170231299620292,18.08028367978778,0.3712275197084677,0.6321795792294688,0.7750193221953935,0.7095320499540686,Severe Stress,Moderate Risk,0,66.0539166775836,High,0.2441105877149303,0,Normal
ZONE-0057,FARM-004,Rice,11.031672082767985,76.99162177688676,0.6256838708104043,0.3138304587868458,0.2874083382712291,0.4905627918395131,0.8084869434952104,0.4754816800583278,0.2447357466556366,41.146284973641365,17.043067421251106,49.3095965413746,29.363979623338096,5.370407276406482,16.404018471845323,0.3186917814667941,0.4996586022613337,0.7539589569240341,0.7419490377550206,Severe Stress,Moderate Risk,1,59.4195591904743,Medium,0.24320194333297554,0,Normal
ZONE-0058,FARM-002,Wheat,10.94196395606532,77.05411407566116,0.4154733061213278,0.6601719411745335,0.3958561118289376,0.6304276471353114,0.5583372527171615,0.170280968873165,-0.0606430537981417,40.95926036112866,38.41043578466931,40.50968057509705,29.07673705841108,22.078719454973665,23.08750070497347,0.3678472249940969,0.552326334090707,0.8151197564714106,0.8437299403159866,Severe Stress,Moderate Risk,0,65.64269908290488,High,0.4244788255812665,0,Normal
ZONE-0059,FARM-004,Maize,10.98531807721854,76.96201971458525,0.6335740132431733,0.4318698510758194,0.5857248423192322,0.3815226590932805,0.4135003025048076,-0.1723579198828436,0.0402222385187591,30.438456993564596,31.76831174311238,41.51759555752408,36.22090348176171,4.20131450794633,21.097141910802712,0.5007970704905469,0.5333309150067993,0.7610989278842426,0.8437647561089807,Severe Stress,Moderate Risk,1,64.49730105837342,Medium,0.012026494258964852,0,Normal
ZONE-0060,FARM-002,Cotton,10.93689777714672,76.92428305427696,0.2978966976549276,0.2809996590419834,0.6957492323913164,0.4646265332221364,0.3187319438415613,-0.3716352020591928,-0.1862421961465744,22.71445219023821,29.600410680597815,70.95132189362975,20.06660584211431,20.040502340563453,21.7610599490698,0.3130945937555768,0.5626680142951326,0.8078743305720957,0.8810308924456429,Severe Stress,Moderate Risk,1,65.90269988468424,High,0.3717730052885506,0,Normal
