actual_irrigation_demand,predicted_irrigation_demand,irrigation_recommendation
19.09991876446089,19.981144,MEDIUM
20.84219701130461,19.542864,MEDIUM
24.272153292869817,20.055056,MEDIUM
22.366947142822482,22.087036,MEDIUM
21.953409930381078,22.395563,MEDIUM
20.831307817127,22.372314,MEDIUM
25.365601564107394,21.831854,MEDIUM
22.968485357342132,23.240355,MEDIUM
24.933383416599796,22.978115,MEDIUM
22.83408090784696,23.876328,MEDIUM
21.449162301799014,23.618786,MEDIUM
24.170853917529136,22.908024,MEDIUM
23.673813906283897,23.178154,MEDIUM
25.312953035214594,23.105316,MEDIUM
23.862488954645233,23.96748,MEDIUM
23.16600913270929,23.683475,MEDIUM
24.430169707155237,23.433018,MEDIUM
21.06025452779895,23.33099,MEDIUM
21.44428272738181,22.343195,MEDIUM
21.356047180635343,21.761604,MEDIUM
21.757069743520127,21.149975,MEDIUM
23.286842953764644,21.127472,MEDIUM
20.614003872769928,21.75116,MEDIUM
15.794439580197404,21.220232,MEDIUM
15.464875032637465,17.461933,MEDIUM
14.860569957643063,15.981665,MEDIUM
15.349151572699933,15.526413,MEDIUM
12.619943720515288,15.25429,MEDIUM
13.698456803044708,14.528906,MEDIUM
13.614275748870634,14.489073,MEDIUM
13.057339877956425,14.318975,MEDIUM
17.35644960015714,14.142244,MEDIUM
15.22247458043605,15.6949215,MEDIUM
11.54733504894183,15.730713,MEDIUM
16.571761021148582,14.683176,MEDIUM
13.396104258755454,15.7315445,MEDIUM
17.58852352152858,15.128618,MEDIUM
17.967925407266158,16.387531,MEDIUM
15.148083438493892,16.906511,MEDIUM
14.799962108859305,16.824968,MEDIUM
16.68923177995591,16.246046,MEDIUM
18.49139298522277,16.446005,MEDIUM
18.113897077447795,17.133263,MEDIUM
18.580928862781796,17.72742,MEDIUM
15.897095989226031,18.366018,MEDIUM
19.23456791358251,17.800217,MEDIUM
17.25170683122426,18.466797,MEDIUM
17.652748968122296,17.924482,MEDIUM
14.76210666001656,17.847614,MEDIUM
14.540119825388018,16.596935,MEDIUM
13.187608999369933,15.924538,MEDIUM
12.906354992209765,15.002333,MEDIUM
14.815739970403964,14.24629,MEDIUM
35.76634565106734,14.4814625,MEDIUM
37.722413358780784,35.0387,HIGH
34.841735926243665,34.710453,HIGH
34.4741667981027,34.479763,HIGH
35.36564752100046,34.0822,HIGH
37.05605417077517,34.1791,HIGH
36.66817829854397,35.402256,HIGH
33.90042055988784,34.33958,HIGH
33.03712818416598,32.996384,HIGH
34.10438872473575,32.71294,HIGH
35.04192467033819,32.18604,HIGH
37.04047127139611,32.10942,HIGH
36.605213947390304,33.47386,HIGH
35.94847341986117,34.863083,HIGH
36.01831837097507,35.518024,HIGH
36.44756364500112,35.713097,HIGH
38.276701147680896,35.918568,HIGH
37.99336266523635,36.888115,HIGH
38.0693629661036,37.324924,HIGH
35.723764878664426,38.100628,HIGH
40.47424210784863,37.33354,HIGH
37.772953968718554,37.9063,HIGH
39.35493956946279,36.846508,HIGH
37.792021494471015,37.059258,HIGH
35.21034583695171,36.927834,HIGH
35.48813332272696,35.443886,HIGH
35.327498915618605,34.832478,HIGH
33.573342303574364,32.655056,HIGH
35.65522773536632,32.283207,HIGH
35.29831049246429,32.04458,HIGH
3.0386986079185405,32.97861,HIGH
1.6912340607356438,3.4636197,LOW
1.9969409815219787,2.2366452,LOW
0.0,1.0700979,LOW
0.0,0.9679812,LOW
0.0,1.0455632,LOW
0.0,1.1642478,LOW
0.0,1.402422,LOW
0.0,1.2374296,LOW
0.860633695439434,1.1589527,LOW
0.0,1.1625712,LOW
0.0,1.160396,LOW
4.382245054620588,1.0959265,LOW
4.317511756622849,1.4480034,LOW
2.4320874274969047,1.8611774,LOW
2.925257043205562,2.1707296,LOW
1.1808311360874661,2.121419,LOW
2.112823219841312,2.1406984,LOW
5.24343217099951,2.6159742,LOW
4.640469054465575,3.5086584,LOW
4.568941177586877,3.5707893,LOW
2.5457079274036296,3.7982469,LOW
3.372066910206211,3.474556,LOW
1.892204163396359,3.7561307,LOW
3.8448965496111764,3.7549474,LOW
1.3222384193921215,3.7408447,LOW
2.770786812812082,3.1525877,LOW
1.4888857373784692,2.8016574,LOW
2.111921378003096,2.4352293,LOW
0.0,2.358756,LOW
13.461103187890426,2.0162015,LOW
10.290614215018953,14.2875805,MEDIUM
13.158892100853949,11.537056,MEDIUM
12.794013509958997,11.586189,MEDIUM
12.123779433782294,11.669252,MEDIUM
11.119426072186256,11.7633915,MEDIUM
10.215149880806818,12.079117,MEDIUM
8.017727174281125,11.894159,MEDIUM
10.030615671138593,10.837969,MEDIUM
8.528431539071425,10.701355,MEDIUM
12.219861648059545,10.481682,MEDIUM
11.487811745053447,10.851557,MEDIUM
12.891026391318864,11.038038,MEDIUM
11.41687316608585,11.672665,MEDIUM
13.487238971315977,11.723824,MEDIUM
14.053065163179118,12.82933,MEDIUM
10.690816031229792,13.438574,MEDIUM
14.41002231915342,13.116434,MEDIUM
14.93526148328906,13.882893,MEDIUM
14.87743405666936,14.2821865,MEDIUM
13.480782494876799,14.820961,MEDIUM
16.569384443184624,14.687376,MEDIUM
11.09038439707903,15.717058,MEDIUM
12.99689791899795,14.195442,MEDIUM
12.715159884578483,13.995575,MEDIUM
12.855823949972153,13.647703,MEDIUM
11.254600312670688,13.530582,MEDIUM
10.669372715645801,13.000994,MEDIUM
12.004163718121774,12.383867,MEDIUM
12.832459112029667,12.393139,MEDIUM
2.843833984247855,12.60574,MEDIUM
0.0,4.155655,LOW
1.5085384327479865,1.4480565,LOW
1.713791574893163,0.9734992,LOW
3.0249832521030147,1.112464,LOW
0.0,1.7212441,LOW
0.564773098751397,1.7580476,LOW
1.3518979138526728,1.512038,LOW
0.0,1.5759914,LOW
0.0,1.5680443,LOW
1.816784691441546,1.3935251,LOW
0.7756261553878705,1.3598131,LOW
0.0,1.3786787,LOW
1.3412387598482525,1.3215071,LOW
1.2684145221123941,1.2780586,LOW
1.4730574625303827,1.2912685,LOW
3.8454076995084385,1.4572169,LOW
3.3426762371053194,1.7396805,LOW
3.7195278399406924,1.9188405,LOW
4.609358496449241,2.5200982,LOW
3.109906847552132,3.2248125,LOW
1.310784331255574,3.463094,LOW
1.4734159298584792,3.4292154,LOW
2.539343266056063,3.0345957,LOW
2.654525029653829,2.9320476,LOW
0.0,2.847224,LOW
2.37124587826853,1.9707791,LOW
1.7829081601749923,1.910951,LOW
0.0,1.8890566,LOW
0.0,1.7157565,LOW
26.30832964982172,1.47783,LOW
28.26588007498708,27.86997,HIGH
25.984776148129605,26.378372,HIGH
26.82498658915997,26.232258,HIGH
26.44789775863281,25.721214,HIGH
26.496236279601142,25.541023,HIGH
26.80122996568748,25.58952,HIGH
27.26985015327508,25.836586,HIGH
28.29417923412276,26.164127,HIGH
26.654387324780338,26.725376,HIGH
27.786902292942447,26.467163,HIGH
28.215918974931316,26.627672,HIGH
29.42384788532724,26.775902,HIGH
29.43466737958781,27.50547,HIGH
27.362323841154797,28.186481,HIGH
30.653046560856506,28.26961,HIGH
31.207062952852887,29.467009,HIGH
28.097402068772915,30.10714,HIGH
30.75306163361756,29.027958,HIGH
28.67019489810921,29.309494,HIGH
30.563972206118198,28.60994,HIGH
30.85206496224651,29.02695,HIGH
30.97173768654601,29.25394,HIGH
30.470784545370268,29.874643,HIGH
28.942854030700108,29.783651,HIGH
28.25643464742011,29.11172,HIGH
28.496232913631584,27.973328,HIGH
25.853674829465163,26.692541,HIGH
26.98581298165031,25.634628,HIGH
26.421965947693085,25.16792,HIGH
8.322484289769779,24.94339,MEDIUM
7.900128475087582,6.731208,LOW
5.6583532397561545,6.6593494,LOW
7.005369127021581,6.1080184,LOW
2.897634363239318,5.9961267,LOW
3.944042786129243,4.3387456,LOW
6.5371746839813,3.6604495,LOW
4.91738479668637,5.916414,LOW
6.863253428646795,5.8028617,LOW
5.97337486158348,6.0440946,LOW
5.671076527884528,5.999095,LOW
7.206220173896163,6.160261,LOW
3.6789906649780324,6.6011295,LOW
6.283716285938212,6.270683,LOW
8.342328528629476,6.353076,LOW
7.505263230648142,6.9676447,LOW
7.7614423185823185,7.215156,LOW
5.9985860396153505,7.447293,LOW
9.016172189346296,7.271274,LOW
6.171677993720081,7.8720064,LOW
9.09644976724499,8.017004,LOW
8.884224455232856,8.518344,LOW
7.818716160814402,8.510086,LOW
8.75032088342198,8.635723,LOW
7.135810384866081,8.808098,LOW
6.961975675457541,8.642212,LOW
7.550652948043094,8.414158,LOW
3.773965728507571,8.386349,LOW
6.438728460961109,7.190707,LOW
2.436347668353747,6.940902,LOW
16.13015835171073,5.6796117,LOW
16.28483861309225,16.46542,MEDIUM
15.552030098930958,15.486633,MEDIUM
15.575511330960538,14.979933,MEDIUM
17.027482337013495,14.749523,MEDIUM
12.82968746259428,15.595631,MEDIUM
17.29732689241236,14.920967,MEDIUM
14.011958585550007,16.244852,MEDIUM
15.595501824850166,15.544003,MEDIUM
16.503925410842626,15.701809,MEDIUM
17.389843544567682,15.966076,MEDIUM
16.648905583352118,16.572142,MEDIUM
17.509484839287445,16.651316,MEDIUM
18.472725676134857,17.096457,MEDIUM
18.102603257073504,17.71652,MEDIUM
14.735012365613795,18.01715,MEDIUM
19.150238891190817,16.908184,MEDIUM
17.65726122038471,17.839542,MEDIUM
20.875786067347082,17.79863,MEDIUM
19.966774725414094,18.915133,MEDIUM
21.91151050759919,19.262892,MEDIUM
17.34985375767289,20.259348,MEDIUM
19.529742614065,19.34993,MEDIUM
20.39975674509157,18.964893,MEDIUM
18.829033610791406,19.264242,MEDIUM
17.32917747303128,19.093994,MEDIUM
19.07188070852765,18.107368,MEDIUM
17.676445012566464,18.191753,MEDIUM
14.403313681515833,17.968441,MEDIUM
16.42802228783615,16.421497,MEDIUM
29.602746337241335,16.103334,MEDIUM
29.50510855775314,28.138823,HIGH
28.033786739559986,28.965855,HIGH
29.538733849383576,28.178669,HIGH
27.89656019694892,28.452818,HIGH
28.442248895274556,28.191717,HIGH
25.457736564651647,28.137833,HIGH
27.992214650046837,26.164095,HIGH
27.524628715548687,26.097681,HIGH
26.04549569810253,26.188667,HIGH
27.13297509209728,25.860653,HIGH
28.514901584201716,25.79403,HIGH
27.163567137089057,26.603767,HIGH
28.932108640747188,26.738354,HIGH
29.88742221298267,27.453382,HIGH
30.808000919479863,28.34843,HIGH
33.068296798028236,29.373001,HIGH
30.872609731518104,30.805885,HIGH
30.885248016548083,30.837572,HIGH
30.934679923438306,30.791954,HIGH
30.562911564364498,30.765083,HIGH
30.577496153740526,30.355656,HIGH
29.43660218667303,29.974201,HIGH
30.284641441250468,28.974022,HIGH
28.627236839868413,28.579105,HIGH
28.259691893161403,27.58471,HIGH
29.68438668859294,27.212856,HIGH
27.080841233904735,27.28302,HIGH
29.167679879696163,26.745964,HIGH
28.12247425679054,27.091618,HIGH
6.452048822902361,26.765415,HIGH
7.072751807484396,5.315544,LOW
4.750095368540264,5.530304,LOW
4.429734861164912,4.847173,LOW
5.043692991181608,4.382144,LOW
3.652135092117419,3.5431557,LOW
3.118320528652135,3.891691,LOW
6.894918528830708,4.7453456,LOW
3.6942989204789036,5.229312,LOW
3.249284292539933,5.0431128,LOW
4.848874069716086,4.6931176,LOW
3.514611489605521,4.5989656,LOW
2.486729055640474,4.534279,LOW
4.041547394083802,4.1808186,LOW
6.743689776632635,4.00922,LOW
7.168203346221331,4.627897,LOW
5.8109640444841535,5.4913683,LOW
7.9666948004491545,5.817798,LOW
7.5618142418175935,6.350391,LOW
7.30974916567546,6.933295,LOW
9.308276049936639,7.504128,LOW
5.940673382189801,8.250699,LOW
5.416675223392032,7.89953,LOW
6.725671373682195,7.3531685,LOW
8.816027063250495,7.3845572,LOW
5.470776818225606,7.8280406,LOW
6.313523322889829,7.513494,LOW
5.20496656681115,7.0766,LOW
3.3615999552424842,6.7238703,LOW
5.364980994221365,5.987885,LOW
30.614458398804665,5.8455195,LOW
27.55610463784897,31.748497,HIGH
27.54372637420272,27.80095,HIGH
27.350609689253456,27.304356,HIGH
28.294105909591586,26.896698,HIGH
26.938899017500855,27.26316,HIGH
28.205225088057396,27.129961,HIGH
26.784478776322654,25.979218,HIGH
26.07585753068434,26.34634,HIGH
29.780880084978108,25.90528,HIGH
25.941283658162522,27.438953,HIGH
27.777079290102414,26.329855,HIGH
25.053023878590757,26.687986,HIGH
26.691468707585276,25.850033,HIGH
28.95031892912554,26.163132,HIGH
27.285864432726516,26.979303,HIGH
29.782183405429183,26.896679,HIGH
30.620031679496584,28.067917,HIGH
28.621739796806782,28.809734,HIGH
28.943572056060127,28.93231,HIGH
29.738995360726367,28.97662,HIGH
29.843341611716987,28.885674,HIGH
30.142192842406246,28.890318,HIGH
30.6600215217154,28.588778,HIGH
28.397485076779038,28.594124,HIGH
27.29332873315973,27.813404,HIGH
26.595797343199024,26.840635,HIGH
27.193861331026948,25.951305,HIGH
29.431694021016934,25.198505,HIGH
26.54806254898166,25.940289,HIGH
10.051047410547437,25.603352,HIGH
10.101669299809778,8.292033,LOW
8.761416726259455,9.289642,LOW
11.100286884588835,9.135813,LOW
9.290327218048198,9.123831,LOW
10.77340820367116,9.623198,LOW
10.050615093245938,10.593372,MEDIUM
10.414567649744681,10.542807,MEDIUM
10.854652573271142,10.693087,MEDIUM
8.195434923260853,10.775133,MEDIUM
9.367054162434581,10.5125675,MEDIUM
10.103309296863815,10.302076,MEDIUM
8.684593948801645,10.425821,MEDIUM
10.390402409925835,10.253645,MEDIUM
10.908944967159892,10.410999,MEDIUM
11.928595434512447,10.592051,MEDIUM
8.638098843058934,11.063112,MEDIUM
14.0080514933688,10.789385,MEDIUM
13.612284392683796,12.523687,MEDIUM
11.949401220310042,12.742596,MEDIUM
11.465193073990378,12.957537,MEDIUM
11.18956116819074,12.618343,MEDIUM
11.086474016594586,12.518566,MEDIUM
9.199992897850633,12.23336,MEDIUM
12.60151106818059,11.20735,MEDIUM
10.700540508019877,11.88377,MEDIUM
8.076303800742071,11.530781,MEDIUM
10.5003386426031,10.766991,MEDIUM
12.232695059252304,10.703955,MEDIUM
6.412265263524954,11.103186,MEDIUM
5.4393803971154195,10.314812,MEDIUM
4.734831502426941,7.390101,LOW
2.3101371930377272,6.3938174,LOW
6.148661796796578,4.6095467,LOW
2.8240903120052234,5.080763,LOW
5.008535097216933,4.9662104,LOW
5.64086814086855,4.952133,LOW
2.488499718345997,5.0111933,LOW
3.140831558200995,4.6327515,LOW
6.751501723765781,4.217084,LOW
3.3716520487070056,4.877493,LOW
6.161054648049557,4.8696423,LOW
4.340015465886854,5.2099853,LOW
6.936063955415838,5.0022554,LOW
7.130180417307292,5.660328,LOW
5.800412765958379,6.320765,LOW
6.588195476880559,6.499298,LOW
8.06691599793856,6.563844,LOW
6.267127033570922,7.027393,LOW
6.753056659968687,7.1252522,LOW
5.9726874429334895,7.2450395,LOW
4.457234409784467,7.1310654,LOW
7.248972616942934,6.635453,LOW
5.2260067862343895,6.9554744,LOW
4.276287543906895,6.6136074,LOW
6.437744585772528,6.119331,LOW
3.251217666421608,6.198188,LOW
4.556251174037341,5.581425,LOW
3.4806000281241136,5.318595,LOW
1.0823739448293601,4.9353104,LOW
11.457156387720653,4.016035,LOW
11.585718143005588,11.105867,MEDIUM
11.218895121618703,11.308229,MEDIUM
10.264923797427048,10.827799,MEDIUM
11.968142563662513,10.137289,MEDIUM
9.504653595129508,10.710646,MEDIUM
11.333332876385477,10.761221,MEDIUM
9.874772169851441,11.1875725,MEDIUM
10.425891907739432,10.9647255,MEDIUM
8.953428590115037,10.894039,MEDIUM
13.255178658450294,10.609489,MEDIUM
12.514715502432312,11.638241,MEDIUM
12.904373986479133,11.840588,MEDIUM
12.697130793526066,12.312935,MEDIUM
11.643240899412989,12.51688,MEDIUM
11.27243955660836,12.753675,MEDIUM
13.057844963032412,12.609476,MEDIUM
12.548589610753522,13.0084,MEDIUM
12.617614810165852,13.005726,MEDIUM
13.716248556200474,13.073448,MEDIUM
11.467814974392585,13.32835,MEDIUM
10.551289491589667,12.98818,MEDIUM
11.738509152632167,12.44058,MEDIUM
14.23656609531946,12.349485,MEDIUM
12.53175622297399,13.094322,MEDIUM
13.17530175221491,13.131647,MEDIUM
11.049260122657046,13.263273,MEDIUM
10.960371609717152,12.54632,MEDIUM
9.239706471779717,12.324032,MEDIUM
10.755655770269525,11.171917,MEDIUM
11.972526378871422,10.975513,MEDIUM
12.962664997078269,11.0625305,MEDIUM
13.90889365954688,11.401688,MEDIUM
15.62173980340167,11.901308,MEDIUM
12.273935656710941,13.2934265,MEDIUM
9.208137598089989,13.237276,MEDIUM
10.871842594237792,12.23893,MEDIUM
9.863085047932277,11.405418,MEDIUM
9.4645805298112,10.854961,MEDIUM
10.94874356546645,10.546631,MEDIUM
13.942605242176995,10.739731,MEDIUM
14.196677038105554,11.576775,MEDIUM
9.716311937147958,12.398764,MEDIUM
12.905980148756303,11.970009,MEDIUM
14.561706539920094,12.191641,MEDIUM
12.333171017570224,13.258184,MEDIUM
16.422061175382265,13.16013,MEDIUM
15.694911243616708,14.380859,MEDIUM
10.959616474515833,15.039101,MEDIUM
13.723146131151868,13.989515,MEDIUM
12.54403307540696,13.885145,MEDIUM
15.85609350829088,13.59606,MEDIUM
14.880496676583398,14.215551,MEDIUM
14.52109348212304,14.485455,MEDIUM
12.721537540361815,14.701157,MEDIUM
13.606618503140549,14.134014,MEDIUM
11.107382238390981,14.133902,MEDIUM
9.987930073545044,13.282373,MEDIUM
8.896632205491791,11.907122,MEDIUM
10.1192368483051,10.468042,MEDIUM
14.505856380681386,10.472317,MEDIUM
13.04167003595839,13.672834,MEDIUM
14.468355688407403,13.869549,MEDIUM
14.760034540458927,14.922266,MEDIUM
11.511488290847746,14.828239,MEDIUM
14.693826526368857,14.089981,MEDIUM
14.307121821674203,14.514709,MEDIUM
14.779350949598465,14.507713,MEDIUM
14.642122270467532,14.849077,MEDIUM
12.296411011260414,14.932093,MEDIUM
15.353930012149357,14.450474,MEDIUM
14.37939683464787,15.039179,MEDIUM
13.183205320605722,14.951298,MEDIUM
16.91681462799766,14.622957,MEDIUM
14.110400435261933,15.816305,MEDIUM
16.07022867617235,15.634214,MEDIUM
19.436516039524292,16.212883,MEDIUM
18.043406177371523,17.256523,MEDIUM
17.533084088286813,17.86507,MEDIUM
18.41688311631929,17.901108,MEDIUM
15.282651653996256,18.332249,MEDIUM
17.878743900805144,17.308304,MEDIUM
16.819179738148584,17.52421,MEDIUM
15.445443738881385,17.224434,MEDIUM
14.884012004544536,16.539963,MEDIUM
17.082378112894585,15.9732685,MEDIUM
17.089127114809507,16.509106,MEDIUM
16.717806496597838,16.645382,MEDIUM
16.378805977369545,16.746756,MEDIUM
12.516482852604035,16.62322,MEDIUM
34.85722047052366,15.415346,MEDIUM
37.08469801507564,35.6665,HIGH
32.39596904070428,34.924896,HIGH
32.604526728781195,33.953716,HIGH
31.5474464411161,33.050842,HIGH
34.6226251810867,32.044937,HIGH
33.99842166266343,33.02389,HIGH
32.27766454052377,31.112253,HIGH
32.16185522528469,31.093243,HIGH
30.99388608701922,31.45487,HIGH
34.33068323641467,30.700937,HIGH
33.765676987474734,31.64008,HIGH
32.96651028108809,31.121553,HIGH
35.80227742548712,31.515041,HIGH
37.75575527708153,33.65623,HIGH
37.952538047020475,35.817097,HIGH
33.77080428830431,37.318794,HIGH
36.96095348784418,37.225803,HIGH
35.709238680031,37.394978,HIGH
36.69492918614829,35.74127,HIGH
34.12323928550919,34.626713,HIGH
35.763219637705795,32.50134,HIGH
35.18626103222033,32.506,HIGH
36.16926633816243,33.79237,HIGH
34.863970345842226,33.59837,HIGH
33.411043242237355,33.85409,HIGH
34.991644543082415,32.763863,HIGH
33.84518099818268,33.236073,HIGH
31.38203301140237,31.868977,HIGH
33.25312398580604,30.16882,HIGH
30.41172053010461,29.835709,HIGH
31.57746813077988,28.940437,HIGH
31.59477825660386,29.555237,HIGH
30.301405036498622,29.628183,HIGH
33.49676958335555,29.965775,HIGH
29.920574623859633,30.972424,HIGH
34.50900278815994,29.702827,HIGH
32.740221445115274,31.429354,HIGH
30.19241360851267,31.335226,HIGH
29.403883214628387,30.6068,HIGH
30.376232876929674,30.079811,HIGH
32.975947365006995,29.179165,HIGH
32.89484967231794,30.470327,HIGH
34.20874184332675,30.865208,HIGH
31.281665064993398,32.375404,HIGH
33.47320547098335,32.148983,HIGH
33.94353244529076,32.54331,HIGH
32.0966508609902,32.89351,HIGH
32.80652919682373,32.24401,HIGH
34.20349100629589,32.367188,HIGH
35.56950145198404,32.691586,HIGH
32.38323010297471,34.124863,HIGH
33.36665910576268,33.032547,HIGH
33.08265876297299,32.464176,HIGH
32.206984308812196,32.34108,HIGH
32.84915653045492,31.13686,HIGH
31.151530307282666,30.256424,HIGH
31.467818611494508,29.01688,HIGH
29.412919041931243,29.471802,HIGH
28.210796573380915,28.150837,HIGH
10.67389721316535,27.20411,HIGH
13.533367872411997,9.725893,LOW
12.244492474613889,11.657991,MEDIUM
13.226244687578562,11.921537,MEDIUM
12.135612393122527,12.740282,MEDIUM
11.12388756300971,12.697243,MEDIUM
13.196915286007654,12.704416,MEDIUM
10.964905015726009,13.24527,MEDIUM
12.128018010833596,12.697695,MEDIUM
11.050869132772807,12.796011,MEDIUM
11.203879634302298,12.375185,MEDIUM
9.814489339381199,12.303917,MEDIUM
12.496830584542467,11.722097,MEDIUM
12.953934943611342,12.330288,MEDIUM
11.628530952993374,12.764391,MEDIUM
16.42597001628294,12.74712,MEDIUM
16.523063133163724,14.544161,MEDIUM
16.16542193140837,15.531458,MEDIUM
12.361147836432865,16.292616,MEDIUM
13.471969778428258,15.199444,MEDIUM
14.175410367096559,15.055372,MEDIUM
13.719220250782321,15.008909,MEDIUM
14.667453041485276,14.5555935,MEDIUM
13.682796325137575,15.0132885,MEDIUM
13.423316775014573,14.775482,MEDIUM
14.658691496884533,14.599211,MEDIUM
13.459167645155985,14.831392,MEDIUM
13.419174601375104,14.617191,MEDIUM
10.839601126847183,14.515142,MEDIUM
13.083653644691442,13.362209,MEDIUM
16.533317771660755,13.534609,MEDIUM
12.493807741327464,14.515123,MEDIUM
16.652534480492807,14.051285,MEDIUM
14.21874199707452,15.371014,MEDIUM
13.05024095935942,15.117281,MEDIUM
12.050921472917315,14.881845,MEDIUM
13.247952375800343,14.014793,MEDIUM
14.164150838424677,13.940521,MEDIUM
13.342670379891773,14.044338,MEDIUM
15.192835785318692,13.961302,MEDIUM
13.177043520517609,14.468651,MEDIUM
12.89957182355782,14.320288,MEDIUM
16.812041664976782,14.256029,MEDIUM
16.125080698255882,15.496916,MEDIUM
17.555386760013008,15.9009495,MEDIUM
16.63375554162508,16.687466,MEDIUM
15.037736047529691,16.727978,MEDIUM
15.51035653953452,16.51312,MEDIUM
16.86202394368216,16.408361,MEDIUM
16.930741469426547,16.681236,MEDIUM
16.123612325673598,16.952452,MEDIUM
15.74678110187936,16.76147,MEDIUM
16.5305056589412,16.49762,MEDIUM
16.384740871189777,16.697456,MEDIUM
18.92314056186743,16.569534,MEDIUM
16.132254261108315,17.409855,MEDIUM
14.542499145123193,17.141611,MEDIUM
13.817369365525636,16.299538,MEDIUM
12.423873539460404,15.592775,MEDIUM
12.338503904647355,14.6506,MEDIUM
11.922526476243867,13.7817135,MEDIUM
10.69237628020251,12.991428,MEDIUM
12.535485579277797,12.108278,MEDIUM
14.970409533950441,12.403648,MEDIUM
11.32838892213503,13.198036,MEDIUM
13.797677128728012,12.715847,MEDIUM
11.80955822611183,13.237238,MEDIUM
8.636113008869991,12.90085,MEDIUM
11.216174965133007,11.664738,MEDIUM
13.667817735348269,11.3920555,MEDIUM
12.249555750381388,12.225527,MEDIUM
14.049776891581692,12.353104,MEDIUM
10.670078455368262,13.102854,MEDIUM
12.75740828251469,12.419682,MEDIUM
15.150288869160619,12.853695,MEDIUM
